Year,Country/area,Sector,Technology,Sub Technology,Number of Patents
2000,Germany,Waste,Solar Energy,PV - Thermal Hybrid,38
2000,Germany,Waste,Wind Energy,Wind Energy,10
2000,Greece,Building,Enabling Technologies,Smart Grids,1
2000,Greece,Building,Solar Energy,PV,1
2000,Greece,Building,Solar Energy,PV - Thermal Hybrid,1
2000,Greece,Building,Solar Energy,Solar Thermal,3
2000,Greece,Building,Wind Energy,Wind Energy,1
2000,Greece,CCUS,Enabling Technologies,CCUS,1
2000,Greece,Industry,Enabling Technologies,CCUS,1
2000,Greece,Industry,Enabling Technologies,Energy Efficiency,1
2000,Greece,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2000,Greece,Power,Bioenergy,Biofuels,4
2000,Greece,Power,Bioenergy,Fuel from waste,3
2000,Greece,Power,Enabling Technologies,Batteries,5
2000,Greece,Power,Enabling Technologies,Fuel Cells,6
2000,Greece,Power,Enabling Technologies,Thermal energy storage,5
2000,Greece,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",1
2000,Greece,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2000,Greece,Power,Hydropower,Hydropower,3
2000,Greece,Power,Ocean Energy,Ocean Energy,3
2000,Greece,Power,Solar Energy,PV,2
2000,Greece,Power,Solar Energy,PV - Thermal Hybrid,1
2000,Greece,Power,Solar Energy,Solar Thermal,10
2000,Greece,Power,Wind Energy,Wind Energy,6
2000,Greece,Transport,Enabling Technologies,Electromobility - Electric Energy Management,1
2000,Greece,Transport,Enabling Technologies,Electromobility - Energy Storage,2
2000,Greece,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2000,Greece,Transport,Enabling Technologies,Energy Efficiency,1
2000,Greece,Waste,Solar Energy,PV - Thermal Hybrid,3
2000,Guatemala,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2000,Hungary,Building,Enabling Technologies,Smart Grids,6
2000,Hungary,Building,Solar Energy,PV,1
2000,Hungary,Building,Solar Energy,Solar Thermal,1
2000,Hungary,Power,Bioenergy,Biofuels,9
2000,Hungary,Power,Bioenergy,Fuel from waste,3
2000,Hungary,Power,Enabling Technologies,Batteries,13
2000,Hungary,Power,Enabling Technologies,Fuel Cells,5
2000,Hungary,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",2
2000,Hungary,Power,Hydropower,Hydropower,1
2000,Hungary,Power,Ocean Energy,Ocean Energy,2
2000,Hungary,Power,Solar Energy,PV,5
2000,Hungary,Power,Solar Energy,Solar Thermal,4
2000,Hungary,Transport,Bioenergy,Biofuels,1
2000,Hungary,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2000,Hungary,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2000,Hungary,Transport,Enabling Technologies,Energy Efficiency,3
2000,Hungary,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2000,Hungary,Waste,Solar Energy,PV - Thermal Hybrid,1
2000,Iceland,Power,Hydropower,Hydropower,1
2000,Iceland,Power,Ocean Energy,Ocean Energy,1
2000,Iceland,Power,Wind Energy,Wind Energy,1
2000,India,CCUS,Enabling Technologies,CCUS,2
2000,India,Power,Solar Energy,PV,2
2000,Indonesia,Building,Enabling Technologies,Energy Efficiency,5
2000,Indonesia,Building,Enabling Technologies,Fuel Cells,1
2000,Indonesia,CCUS,Enabling Technologies,CCUS,1
2000,Indonesia,Industry,Enabling Technologies,Energy Efficiency,1
2000,Indonesia,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),4
2000,Indonesia,Power,Bioenergy,Biofuels,2
2000,Indonesia,Power,Enabling Technologies,Batteries,3
2000,Indonesia,Power,Enabling Technologies,Fuel Cells,3
2000,Indonesia,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2000,Indonesia,Power,Hydropower,Hydropower,1
2000,Indonesia,Power,Solar Energy,PV,2
2000,Indonesia,Transport,Enabling Technologies,Electromobility - Charging Stations,4
2000,Indonesia,Transport,Enabling Technologies,Electromobility - Electric Energy Management,2
2000,Indonesia,Transport,Enabling Technologies,Electromobility - Energy Storage,2
2000,Indonesia,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2000,Indonesia,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2000,Indonesia,Transport,Enabling Technologies,Energy Efficiency,1
2000,Indonesia,Transport,Enabling Technologies,Smart Grids,1
2000,Indonesia,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2000,Ireland,Power,Hydropower,Hydropower,2
2000,Ireland,Power,Ocean Energy,Ocean Energy,2
2000,Ireland,Power,Wind Energy,Wind Energy,2
2000,Ireland,Transport,Enabling Technologies,Electromobility - Energy Storage,1
2000,Ireland,Transport,Enabling Technologies,Electromobility - Machine related technology ,1
2000,Israel,Building,Enabling Technologies,Energy Efficiency,3
2000,Israel,Building,Enabling Technologies,Fuel Cells,2
2000,Israel,Building,Enabling Technologies,Smart Grids,3
2000,Israel,Building,Solar Energy,PV,2
2000,Israel,Building,Solar Energy,Solar Thermal,3
2000,Israel,CCUS,Enabling Technologies,CCUS,2
2000,Israel,Industry,Enabling Technologies,Energy Efficiency,1
2000,Israel,Industry,Enabling Technologies,Energy Storage - General,1
2000,Israel,Power,Bioenergy,Biofuels,6
2000,Israel,Power,Bioenergy,Fuel from waste,1
2000,Israel,Power,Enabling Technologies,Batteries,20
2000,Israel,Power,Enabling Technologies,Fuel Cells,13
2000,Israel,Power,Enabling Technologies,Thermal energy storage,2
2000,Israel,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",4
2000,Israel,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),5
2000,Israel,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),2
2000,Israel,Power,Hydropower,Hydropower,1
2000,Israel,Power,Solar Energy,PV,8
2000,Israel,Power,Solar Energy,Solar Thermal,15
2000,Israel,Power,Wind Energy,Wind Energy,3
2000,Israel,Transport,Bioenergy,Biofuels,2
2000,Israel,Transport,Enabling Technologies,Electromobility - Charging Stations,3
2000,Israel,Transport,Enabling Technologies,Electromobility - Electric Energy Management,1
2000,Israel,Transport,Enabling Technologies,Electromobility - Energy Storage,3
2000,Israel,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2000,Israel,Transport,Enabling Technologies,Electromobility - Machine related technology ,2
2000,Israel,Transport,Enabling Technologies,Energy Efficiency,5
2000,Israel,Transport,Enabling Technologies,Smart Grids,1
2000,Israel,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2000,Israel,Waste,Solar Energy,PV - Thermal Hybrid,4
2000,Italy,Building,Enabling Technologies,Energy Efficiency,2
2000,Italy,Building,Enabling Technologies,Smart Grids,7
2000,Italy,Building,Solar Energy,PV,2
2000,Italy,Building,Solar Energy,PV - Thermal Hybrid,1
2000,Italy,Building,Solar Energy,Solar Thermal,2
2000,Italy,Building,Wind Energy,Wind Energy,1
2000,Italy,CCUS,Enabling Technologies,CCUS,1
2000,Italy,Power,Bioenergy,Biofuels,1
2000,Italy,Power,Enabling Technologies,Batteries,12
2000,Italy,Power,Enabling Technologies,Fuel Cells,7
2000,Italy,Power,Enabling Technologies,Thermal energy storage,4
2000,Italy,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),2
2000,Italy,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2000,Italy,Power,Hydropower,Hydropower,1
2000,Italy,Power,Solar Energy,PV,3
2000,Italy,Power,Solar Energy,PV - Thermal Hybrid,2
2000,Italy,Power,Solar Energy,Solar Thermal,6
2000,Italy,Power,Wind Energy,Wind Energy,3
2000,Italy,Transport,Bioenergy,Biofuels,5
2000,Italy,Transport,Enabling Technologies,Electromobility - Charging Stations,5
2000,Italy,Transport,Enabling Technologies,Electromobility - Electric Energy Management,4
2000,Italy,Transport,Enabling Technologies,Electromobility - Energy Storage,5
2000,Italy,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2000,Italy,Transport,Enabling Technologies,Electromobility - Machine related technology ,4
2000,Italy,Transport,Enabling Technologies,Energy Efficiency,5
2000,Italy,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),1
2000,Japan,Building,Enabling Technologies,Energy Efficiency,182
2000,Japan,Building,Enabling Technologies,Fuel Cells,18
2000,Japan,Building,Enabling Technologies,Smart Grids,103
2000,Japan,Building,Geothermal Energy,Heat pumps,8
2000,Japan,Building,Hydropower,Hydropower,5
2000,Japan,Building,Solar Energy,PV,237
2000,Japan,Building,Solar Energy,PV - Thermal Hybrid,18
2000,Japan,Building,Solar Energy,Solar Thermal,138
2000,Japan,Building,Wind Energy,Wind Energy,20
2000,Japan,CCUS,Enabling Technologies,CCUS,87
2000,Japan,Industry,Bioenergy,Biofuels,1
2000,Japan,Industry,Bioenergy,Fuel from waste,13
2000,Japan,Industry,Enabling Technologies,CCUS,5
2000,Japan,Industry,Enabling Technologies,Cross-cutting,14
2000,Japan,Industry,Enabling Technologies,Energy Efficiency,20
2000,Japan,Industry,Enabling Technologies,Energy Storage - General,10
2000,Japan,Industry,Enabling Technologies,Fuel Cells,2
2000,Japan,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),38
2000,Japan,Power,Bioenergy,Biofuels,245
2000,Japan,Power,Bioenergy,Fuel from waste,421
2000,Japan,Power,Enabling Technologies,Batteries,4614
2000,Japan,Power,Enabling Technologies,Energy Storage - General,33
2000,Japan,Power,Enabling Technologies,Fuel Cells,1830
2000,Japan,Power,Enabling Technologies,Others,8
2000,Japan,Power,Enabling Technologies,Thermal energy storage,193
2000,Japan,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",259
2000,Japan,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),192
2000,Japan,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),125
2000,Japan,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",43
2000,Japan,Power,Geothermal Energy,Geothermal Energy,30
2000,Japan,Power,Hydropower,Hydropower,173
2000,Japan,Power,Ocean Energy,Ocean Energy,42
2000,Japan,Power,Solar Energy,PV,1489
2000,Japan,Power,Solar Energy,PV - Thermal Hybrid,3
2000,Japan,Power,Solar Energy,Solar Thermal,255
2000,Japan,Power,Wind Energy,Wind Energy,248
2000,Japan,Transport,Bioenergy,Biofuels,161
2000,Japan,Transport,Enabling Technologies,Electromobility - Charging Stations,284
2000,Japan,Transport,Enabling Technologies,Electromobility - Electric Energy Management,287
2000,Japan,Transport,Enabling Technologies,Electromobility - Energy Storage,338
2000,Japan,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,45
2000,Japan,Transport,Enabling Technologies,Electromobility - Machine related technology ,244
2000,Japan,Transport,Enabling Technologies,Energy Efficiency,181
2000,Japan,Transport,Enabling Technologies,Smart Grids,14
2000,Japan,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),98
2000,Japan,Waste,Solar Energy,PV - Thermal Hybrid,162
2000,Japan,Waste,Wind Energy,Wind Energy,1
2000,Jordan,Power,Bioenergy,Fuel from waste,1
2000,Jordan,Waste,Solar Energy,PV - Thermal Hybrid,1
2000,Latvia,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),1
2000,Latvia,Power,Hydropower,Hydropower,1
2000,Latvia,Power,Ocean Energy,Ocean Energy,1
2000,Latvia,Power,Wind Energy,Wind Energy,3
2000,Lithuania,Power,Solar Energy,Solar Thermal,3
2000,Lithuania,Power,Wind Energy,Wind Energy,2
2000,Luxembourg,Power,Bioenergy,Biofuels,1
2000,Luxembourg,Power,Bioenergy,Fuel from waste,1
2000,Malaysia,Building,Enabling Technologies,Energy Efficiency,5
2000,Malaysia,Building,Solar Energy,Solar Thermal,1
2000,Malaysia,CCUS,Enabling Technologies,CCUS,4
2000,Malaysia,Industry,Enabling Technologies,Energy Storage - General,1
2000,Malaysia,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),3
2000,Malaysia,Power,Enabling Technologies,Batteries,10
2000,Malaysia,Power,Enabling Technologies,Fuel Cells,2
2000,Malaysia,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",4
2000,Malaysia,Power,Hydropower,Hydropower,1
2000,Malaysia,Power,Solar Energy,PV,1
2000,Malaysia,Power,Solar Energy,Solar Thermal,2
2000,Malaysia,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2000,Malaysia,Transport,Enabling Technologies,Electromobility - Electric Energy Management,1
2000,Malaysia,Transport,Enabling Technologies,Electromobility - Energy Storage,5
2000,Malaysia,Transport,Enabling Technologies,Electromobility - Machine related technology ,2
2000,Malaysia,Transport,Enabling Technologies,Energy Efficiency,1
2000,Mexico,Building,Enabling Technologies,Energy Efficiency,7
2000,Mexico,Building,Enabling Technologies,Fuel Cells,2
2000,Mexico,Building,Enabling Technologies,Smart Grids,12
2000,Mexico,Building,Solar Energy,PV,1
2000,Mexico,Building,Solar Energy,Solar Thermal,5
2000,Mexico,Building,Wind Energy,Wind Energy,1
2000,Mexico,CCUS,Enabling Technologies,CCUS,13
2000,Mexico,Industry,Bioenergy,Fuel from waste,1
2000,Mexico,Industry,Enabling Technologies,CCUS,2
2000,Mexico,Industry,Enabling Technologies,Energy Efficiency,3
2000,Mexico,Industry,Enabling Technologies,Energy Storage - General,1
2000,Mexico,Industry,Enabling Technologies,Hydrogen (storage and distribution and applications),8
2000,Mexico,Power,Bioenergy,Biofuels,14
2000,Mexico,Power,Bioenergy,Fuel from waste,7
2000,Mexico,Power,Enabling Technologies,Batteries,47
2000,Mexico,Power,Enabling Technologies,Fuel Cells,40
2000,Mexico,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",5
2000,Mexico,Power,Enabling Technologies,Hydrogen (storage and distribution and applications),13
2000,Mexico,Power,Enabling Technologies,Green hydrogen (water eloctrolysis),6
2000,Mexico,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",3
2000,Mexico,Power,Hydropower,Hydropower,7
2000,Mexico,Power,Ocean Energy,Ocean Energy,4
2000,Mexico,Power,Solar Energy,PV,6
2000,Mexico,Power,Solar Energy,Solar Thermal,11
2000,Mexico,Power,Wind Energy,Wind Energy,11
2000,Mexico,Transport,Bioenergy,Biofuels,2
2000,Mexico,Transport,Enabling Technologies,Electromobility - Electric Energy Management,4
2000,Mexico,Transport,Enabling Technologies,Electromobility - Energy Storage,6
2000,Mexico,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2000,Mexico,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2000,Mexico,Transport,Enabling Technologies,Energy Efficiency,5
2000,Mexico,Transport,Enabling Technologies,Hydrogen (storage and distribution and applications),3
2000,Mexico,Waste,Solar Energy,PV - Thermal Hybrid,3
2000,Mexico,Waste,Wind Energy,Wind Energy,1
2000,Morocco,Power,Hydropower,Hydropower,2
2000,Morocco,Power,Solar Energy,PV,1
2000,Morocco,Power,Solar Energy,Solar Thermal,1
2000,Morocco,Power,Wind Energy,Wind Energy,1
2000,Morocco,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2000,Netherlands,Building,Enabling Technologies,Smart Grids,1
2000,Netherlands,Building,Geothermal Energy,Heat pumps,1
2000,Netherlands,Building,Solar Energy,PV,4
2000,Netherlands,Building,Solar Energy,PV - Thermal Hybrid,3
2000,Netherlands,Building,Solar Energy,Solar Thermal,9
2000,Netherlands,Building,Wind Energy,Wind Energy,2
2000,Netherlands,CCUS,Enabling Technologies,CCUS,3
2000,Netherlands,Power,Bioenergy,Fuel from waste,1
2000,Netherlands,Power,Enabling Technologies,Batteries,4
2000,Netherlands,Power,Enabling Technologies,Energy Storage - General,1
2000,Netherlands,Power,Enabling Technologies,Fuel Cells,13
2000,Netherlands,Power,Enabling Technologies,Thermal energy storage,2
2000,Netherlands,Power,Enabling Technologies,"Ultracapacitors, supercapacitors, double-layer capacitors",1
2000,Netherlands,Power,Enabling Technologies,"Mechanical energy storage, e.g. flywheels or pressurised fluids",2
2000,Netherlands,Power,Geothermal Energy,Geothermal Energy,4
2000,Netherlands,Power,Hydropower,Hydropower,1
2000,Netherlands,Power,Ocean Energy,Ocean Energy,4
2000,Netherlands,Power,Solar Energy,PV,4
2000,Netherlands,Power,Solar Energy,Solar Thermal,11
2000,Netherlands,Power,Wind Energy,Wind Energy,19
2000,Netherlands,Transport,Bioenergy,Biofuels,2
2000,Netherlands,Transport,Enabling Technologies,Electromobility - Charging Stations,1
2000,Netherlands,Transport,Enabling Technologies,Electromobility - Energy Storage,1
2000,Netherlands,Transport,Enabling Technologies,Electromobility - Information/Communication Technologies,1
2000,Netherlands,Transport,Enabling Technologies,Electromobility - Machine related technology ,3
2000,New Zealand,Building,Enabling Technologies,Smart Grids,1
